,action_id,action_type_label,action_subcategory_label,action_start_date,action_year,action_end_date,action_collection_year,action_collection,action_universe,action_category_label,action_channel,action_label,client_id,client_is_present,client_is_invited,duration,duration_days,gain_user,cluster_not_attending_gain,real_gain_event
2928,a133972,Collection,Collection,2020-01-04,2020,2020-01-23,2020,Summer Collection,Men's Fashion,Retail,,Exclusive Offer,c83791907,1,1,19 days,19.0,-3114.188854489164,0.0,-3114.188854489164
2929,a269602,Collection,Collection,2022-03-10,2022,2022-03-14,2022,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c47807158,1,1,4 days,4.0,-10279.286468330134,0.0,-10279.286468330134
2930,a473480,Collection,Collection,2020-04-29,2020,2020-05-03,2020,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c59039256,1,1,4 days,4.0,-8966.983439490446,0.0,-8966.983439490446
2931,a538405,Collection,Collection,2020-05-04,2020,2020-05-06,2020,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c83793882,1,1,2 days,2.0,-9876.193630573249,0.0,-9876.193630573249
2932,a996597,Collection,Collection,2020-05-16,2020,2020-05-18,2020,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c15892056,1,1,2 days,2.0,-10114.446537059539,0.0,-10114.446537059539
2933,a996597,Collection,Collection,2020-05-16,2020,2020-05-18,2020,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c18007393,1,1,2 days,2.0,-10114.446537059539,0.0,-10114.446537059539
2934,a335858,Collection,Collection,2021-07-18,2021,2021-07-19,2021,Fall-Winter Collection,Men's Fashion,Retail,In store,Exclusive Offer,c11039332,1,1,1 days,1.0,-9331.477253580455,0.0,-9331.477253580455
2935,a904261,Collection,Collection,2022-02-18,2022,2022-02-18,2022,Summer Collection,Men's Fashion,Retail,In store,Exclusive Offer,c17690932,1,1,0 days,0.0,-10021.32411230388,0.0,-10021.32411230388
2936,a683532,Collection,Collection,2020-02-09,2020,2020-02-20,2020,Summer Collection,Women's Fashion,Retail,In store,Trunk Show Event,c85951236,1,1,11 days,11.0,16233.805183946488,4014.484714227544,12219.320469718943
2937,a683532,Collection,Collection,2020-02-09,2020,2020-02-20,2020,Summer Collection,Women's Fashion,Retail,In store,Trunk Show Event,c15932579,1,1,11 days,11.0,16233.805183946488,4014.484714227544,12219.320469718943
2938,a683532,Collection,Collection,2020-02-09,2020,2020-02-20,2020,Summer Collection,Women's Fashion,Retail,In store,Trunk Show Event,c22770743,1,1,11 days,11.0,16233.805183946488,0.0,16233.805183946488
2939,a683532,Collection,Collection,2020-02-09,2020,2020-02-20,2020,Summer Collection,Women's Fashion,Retail,In store,Trunk Show Event,c62421211,1,1,11 days,11.0,16233.805183946488,4014.484714227544,12219.320469718943
2940,a683532,Collection,Collection,2020-02-09,2020,2020-02-20,2020,Summer Collection,Women's Fashion,Retail,In store,Trunk Show Event,c19303933,1,1,11 days,11.0,16233.805183946488,0.0,16233.805183946488
2941,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c13615398,1,1,1 days,1.0,-1934.2603413261122,876.8499777804682,-2811.1103191065804
2942,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c34341339,1,1,1 days,1.0,-1934.2603413261122,876.8499777804682,-2811.1103191065804
2943,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c09927202,1,1,1 days,1.0,-1934.2603413261122,876.8499777804682,-2811.1103191065804
2944,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c62414032,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2945,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c30032538,1,1,1 days,1.0,-1934.2603413261122,876.8499777804682,-2811.1103191065804
2946,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c32167511,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2947,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c85951236,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2948,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c22770743,1,1,1 days,1.0,-1934.2603413261122,0.0,-1934.2603413261122
2949,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c76449055,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2950,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c73348494,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2951,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c00089184,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2952,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c56889632,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2953,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c09127110,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2954,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c67463921,1,1,1 days,1.0,-1934.2603413261122,876.8499777804682,-2811.1103191065804
2955,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c63673894,1,1,1 days,1.0,-1934.2603413261122,0.0,-1934.2603413261122
2956,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c64879027,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2957,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c23753462,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2958,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c91881223,1,1,1 days,1.0,-1934.2603413261122,1281.0247360482658,-3215.285077374378
2959,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c47290425,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2960,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c49966861,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2961,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c50383320,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2962,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c39091179,1,1,1 days,1.0,-1934.2603413261122,876.8499777804682,-2811.1103191065804
2963,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c35923097,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2964,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c56207233,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2965,a828491,Collection,Collection,2021-10-17,2021,2021-10-18,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c49707357,1,1,1 days,1.0,-1934.2603413261122,417.5234856154557,-2351.783826941568
2966,a743304,Collection,Collection,2021-10-28,2021,2021-10-29,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c50101188,1,1,1 days,1.0,-10279.457979225685,253.1320482986439,-10532.59002752433
2967,a423000,Collection,Collection,2021-04-26,2021,2021-04-27,2021,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c17659374,1,1,1 days,1.0,-2928.301609848485,-468.7245953606589,-2459.577014487826
2968,a423000,Collection,Collection,2021-04-26,2021,2021-04-27,2021,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c13727071,1,1,1 days,1.0,-2928.301609848485,-468.7245953606589,-2459.577014487826
2969,a423000,Collection,Collection,2021-04-26,2021,2021-04-27,2021,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c63671780,1,1,1 days,1.0,-2928.301609848485,-468.7245953606589,-2459.577014487826
2970,a423000,Collection,Collection,2021-04-26,2021,2021-04-27,2021,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c67463921,1,1,1 days,1.0,-2928.301609848485,9566.392417879102,-12494.694027727586
2971,a423000,Collection,Collection,2021-04-26,2021,2021-04-27,2021,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c30638829,1,1,1 days,1.0,-2928.301609848485,-468.7245953606589,-2459.577014487826
2972,a423000,Collection,Collection,2021-04-26,2021,2021-04-27,2021,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c85951236,1,1,1 days,1.0,-2928.301609848485,-468.7245953606589,-2459.577014487826
2973,a423000,Collection,Collection,2021-04-26,2021,2021-04-27,2021,Fall Collection,Women's Fashion,Retail,In store,Exclusive Offer,c13797624,1,1,1 days,1.0,-2928.301609848485,9566.392417879102,-12494.694027727586
2974,a402628,Collection,Collection,2021-03-17,2021,2021-03-24,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c13727071,1,1,7 days,7.0,13979.372028325744,-164.59173769642257,14143.963766022167
2975,a794031,Social Celebrity Action,Collection,2021-07-15,2021,2021-07-15,2021,Retail Action,Women's Fashion,Retail,In store,Miscellaneous Social Gathering,c38163153,1,1,0 days,0.0,-4489.04076433121,128.13397008287848,-4617.174734414089
2976,a794031,Social Celebrity Action,Collection,2021-07-15,2021,2021-07-15,2021,Retail Action,Women's Fashion,Retail,In store,Miscellaneous Social Gathering,c19398318,0,1,0 days,0.0,,,
2977,a776701,Collection,Collection,2021-08-02,2021,2021-09-01,2021,Winter Collection,Women's Fashion,Retail,Outside venue,Social Gathering,c49170608,0,1,30 days,30.0,,,
2978,a141054,Collection,Collection,2020-04-26,2020,2020-04-28,2020,Fall Collection,Women's Fashion,Retail,In store,Trunk Show Event,c19303933,1,1,2 days,2.0,7890.076858813703,0.0,7890.076858813703
2979,a141054,Collection,Collection,2020-04-26,2020,2020-04-28,2020,Fall Collection,Women's Fashion,Retail,In store,Trunk Show Event,c88004276,1,1,2 days,2.0,7890.076858813703,441.05500617049984,7449.021852643204
2980,a141054,Collection,Collection,2020-04-26,2020,2020-04-28,2020,Fall Collection,Women's Fashion,Retail,In store,Trunk Show Event,c67862086,1,1,2 days,2.0,7890.076858813703,0.0,7890.076858813703
2981,a141054,Collection,Collection,2020-04-26,2020,2020-04-28,2020,Fall Collection,Women's Fashion,Retail,In store,Trunk Show Event,c71514341,1,1,2 days,2.0,7890.076858813703,441.05500617049984,7449.021852643204
2982,a141054,Collection,Collection,2020-04-26,2020,2020-04-28,2020,Fall Collection,Women's Fashion,Retail,In store,Trunk Show Event,c68576050,1,1,2 days,2.0,7890.076858813703,0.0,7890.076858813703
2983,a141054,Collection,Collection,2020-04-26,2020,2020-04-28,2020,Fall Collection,Women's Fashion,Retail,In store,Trunk Show Event,c23816391,1,1,2 days,2.0,7890.076858813703,0.0,7890.076858813703
2984,a141054,Collection,Collection,2020-04-26,2020,2020-04-28,2020,Fall Collection,Women's Fashion,Retail,In store,Trunk Show Event,c14197964,1,1,2 days,2.0,7890.076858813703,441.05500617049984,7449.021852643204
2985,a141054,Collection,Collection,2020-04-26,2020,2020-04-28,2020,Fall Collection,Women's Fashion,Retail,In store,Trunk Show Event,c60764519,1,1,2 days,2.0,7890.076858813703,441.05500617049984,7449.021852643204
2986,a141054,Collection,Collection,2020-04-26,2020,2020-04-28,2020,Fall Collection,Women's Fashion,Retail,In store,Trunk Show Event,c22770743,1,1,2 days,2.0,7890.076858813703,0.0,7890.076858813703
2987,a269529,Collection,Collection,2021-03-01,2021,2021-03-02,2021,Summer Collection,Women's Fashion,Retail,In store,Exclusive Offer,c50101188,1,1,1 days,1.0,-5706.06507592191,-642.9341055239147,-5063.130970397995
2988,a051621,Collection,Collection,2021-11-11,2021,2021-11-11,2021,Sailor Collection,Women's Fashion,Retail,,Trunk Show Event,c97845226,1,1,0 days,0.0,-10768.118075801749,0.0,-10768.118075801749
2989,a723341,Collection,Collection,2021-10-17,2021,2021-10-19,2021,Sailor Collection,Women's Fashion,Retail,In store,Exclusive Offer,c31337011,1,1,2 days,2.0,-9937.18341824919,1267.5327152014647,-11204.716133450655
2990,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c86406173,0,1,2 days,2.0,,,
2991,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c02389430,0,1,2 days,2.0,,,
2992,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c56588369,0,1,2 days,2.0,,,
2993,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c98716738,0,1,2 days,2.0,,,
2994,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c54182058,0,1,2 days,2.0,,,
2995,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c95639885,0,1,2 days,2.0,,,
2996,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c41374940,0,1,2 days,2.0,,,
2997,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c83701113,0,1,2 days,2.0,,,
2998,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c70853893,0,1,2 days,2.0,,,
2999,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c69849198,0,1,2 days,2.0,,,
3000,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c31075435,0,1,2 days,2.0,,,
3001,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c11086542,0,1,2 days,2.0,,,
3002,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c72107648,0,1,2 days,2.0,,,
3003,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c19524939,0,1,2 days,2.0,,,
3004,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c81873636,0,1,2 days,2.0,,,
3005,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c41251027,0,1,2 days,2.0,,,
3006,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c34874844,0,1,2 days,2.0,,,
3007,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c22298087,0,1,2 days,2.0,,,
3008,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c89190490,0,1,2 days,2.0,,,
3009,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c76096607,0,1,2 days,2.0,,,
3010,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c15426732,0,1,2 days,2.0,,,
3011,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c84963727,0,1,2 days,2.0,,,
3012,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c09036857,0,1,2 days,2.0,,,
3013,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c20095211,0,1,2 days,2.0,,,
3014,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c68875229,0,1,2 days,2.0,,,
3015,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c21030343,0,1,2 days,2.0,,,
3016,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c79327903,0,1,2 days,2.0,,,
3017,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c80664005,0,1,2 days,2.0,,,
3018,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c33343908,0,1,2 days,2.0,,,
3019,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c88649754,0,1,2 days,2.0,,,
3020,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c93140659,0,1,2 days,2.0,,,
3021,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c70016094,0,1,2 days,2.0,,,
3022,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c38882719,0,1,2 days,2.0,,,
3023,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c38973462,0,1,2 days,2.0,,,
3024,a970430,Collection,Collection,2021-07-15,2021,2021-07-17,2021,Fall Collection,Women's Fashion,Retail,,Exclusive Offer,c53803693,0,1,2 days,2.0,,,
